date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19280109,-1.22,-0.34,-1.04,-0.99,-0.73,-1.25
19280110,-1.51,-0.83,-1.47,-0.95,-0.67,-0.79
19280111,0.50,0.24,0.84,-0.02,0.24,0.22
19280112,0.80,0.55,0.79,0.72,0.30,0.50
19280113,1.14,0.40,1.23,0.55,0.71,0.69
19280114,-1.10,-0.31,-0.84,-0.73,-0.58,-1.00
19280116,-1.28,-1.23,-1.74,-0.75,-0.94,-1.05
19280117,0.36,0.14,1.03,0.13,0.18,0.28
19280118,-0.67,-0.58,-0.73,-0.21,-0.33,-0.42
19280119,0.85,0.81,0.67,0.62,0.45,0.57
19280120,0.56,0.98,0.51,0.53,0.64,0.47
19280121,0.60,0.52,0.42,0.39,0.08,-0.23
19280123,1.67,0.43,0.91,0.70,0.51,1.31
19280124,1.31,0.00,0.78,0.26,0.31,0.14
19280125,-1.14,-1.51,-1.59,-1.04,-1.00,-1.27
19280126,1.61,0.98,1.19,0.50,0.47,0.49
19280127,0.07,0.29,0.09,0.34,0.31,0.09
19280128,-0.24,0.03,0.05,-0.62,-0.32,-0.59
19280130,-1.17,0.09,-1.54,-0.43,-0.39,-0.62
19280131,0.79,0.37,1.52,0.32,0.33,0.25
19280201,0.25,-0.17,0.00,-0.13,-0.19,-1.17
19280202,0.53,0.59,0.85,0.53,0.47,0.57
19280203,-1.40,-1.26,-2.20,-1.19,-1.00,-1.26
19280204,-0.35,-0.14,-0.31,0.04,0.15,0.35
19280206,0.57,0.43,0.67,0.24,0.19,0.27
19280207,-0.26,-0.80,-0.87,-0.08,-0.24,-0.81
19280208,-0.03,0.20,-0.13,0.21,0.01,-0.09
19280209,0.35,0.31,0.30,0.55,0.39,0.37
19280210,-0.24,-0.57,-0.66,-0.13,0.06,0.07
19280211,0.07,-0.07,0.59,-0.17,0.05,0.41
19280214,0.54,0.01,-0.14,-0.35,-0.47,-0.51
19280215,-0.96,-0.52,-0.86,-0.15,-0.26,-0.33
19280216,-1.02,-0.81,-0.89,-0.27,-0.33,-0.25
19280217,-2.65,-1.53,-3.14,-1.57,-1.47,-2.22
19280218,-1.44,-0.97,-0.85,-0.39,-0.36,-0.70
19280220,0.40,-0.33,0.48,-0.19,-0.10,0.33
19280221,1.55,1.24,1.72,1.00,1.01,1.27
19280223,0.15,0.22,0.30,0.29,0.27,-0.12
19280224,-0.27,0.65,0.18,0.32,0.38,0.79
19280225,-0.33,0.22,0.46,0.03,0.10,0.69
19280227,-1.02,0.17,-0.94,-0.42,-0.49,-1.03
19280228,-0.22,0.41,0.81,0.43,0.35,0.15
19280229,0.87,0.98,0.53,0.73,0.27,0.58
19280301,0.30,0.44,-0.16,0.26,0.24,0.39
19280302,0.41,-0.12,-0.34,0.25,0.04,-0.39
19280303,0.55,0.30,0.18,0.83,0.25,-0.04
19280305,0.23,0.51,0.84,0.82,0.62,0.42
19280306,0.23,0.77,0.47,0.61,0.04,0.06
19280307,-0.38,-0.18,-0.33,-0.43,-0.47,-0.66
19280308,0.23,0.55,0.76,0.34,0.35,0.94
19280309,0.64,0.50,0.75,1.76,0.96,0.90
19280310,-0.36,-0.82,-0.63,-0.26,-0.24,-0.15
19280312,0.11,0.27,0.38,0.64,0.38,0.27
19280313,0.02,-0.57,-0.07,-0.16,-0.41,-0.18
19280314,0.41,-0.55,0.87,0.10,0.08,0.62
19280315,-0.04,0.85,0.32,0.81,0.69,0.92
19280316,0.19,0.72,0.62,1.18,0.87,1.19
19280317,0.20,0.03,0.56,-0.14,0.44,0.52
19280319,1.30,1.23,0.70,0.25,0.00,-0.66
19280320,0.33,0.86,0.81,0.92,-0.08,0.04
19280321,0.73,0.95,1.54,0.90,0.83,1.04
19280322,-0.56,-0.54,-0.97,-0.28,-0.29,-0.60
19280323,0.17,0.18,0.11,1.32,0.25,0.04
19280324,-0.88,-0.13,-0.37,0.41,-0.23,-0.22
19280326,0.70,1.15,0.93,1.35,0.58,0.57
19280327,-0.38,-0.15,-0.02,-0.82,0.02,1.00
19280328,0.90,0.63,0.18,-0.41,0.36,0.34
19280329,0.38,0.71,0.63,0.11,0.14,0.67
19280330,2.08,1.00,1.22,2.05,0.96,1.51
19280331,-0.63,-0.25,0.10,-0.63,-0.38,-1.09
19280402,-0.27,-0.02,0.05,-1.23,-0.63,-0.52
19280403,2.17,0.38,0.66,0.56,0.56,1.31
19280404,0.09,0.09,0.52,-0.10,-0.21,-0.28
19280405,0.43,1.05,1.23,1.48,0.81,1.20
19280409,1.11,1.72,1.12,0.23,0.31,0.49
19280410,-0.97,-0.02,-0.81,-0.72,-0.77,-1.30
19280411,1.10,1.66,2.20,1.46,1.16,2.28
19280412,-0.44,0.03,0.14,-0.10,-0.24,-1.55
19280413,1.70,0.96,1.14,1.58,1.01,1.06
19280414,-0.22,-0.44,-0.61,-0.59,-0.39,-0.59
19280416,-0.48,0.65,0.26,0.28,1.04,0.02
19280417,-0.49,-0.20,-1.08,-0.84,-0.58,-0.79
19280418,0.26,0.38,0.11,0.18,-0.09,0.09
19280419,0.55,1.74,1.48,0.52,0.55,0.85
19280420,-1.48,-1.30,-1.06,-1.43,-0.93,-1.60
19280423,-0.74,-0.12,-0.69,-0.96,-0.20,-0.37
19280424,0.80,0.26,0.53,0.50,0.22,0.77
19280425,0.31,0.87,1.73,0.29,1.03,1.80
19280426,0.94,0.37,1.54,0.45,0.93,1.06
19280427,0.15,1.19,1.31,1.22,0.82,0.98
19280428,0.29,0.77,0.02,0.21,1.02,0.37
19280430,0.18,0.31,-0.15,-0.02,0.41,-0.76
19280501,-0.01,0.28,1.04,0.40,0.09,0.28
19280502,1.25,0.20,0.32,0.24,-0.31,0.76
19280503,0.77,0.29,0.21,0.65,0.16,-0.21
19280504,0.55,0.65,0.32,1.57,0.66,1.33
19280507,0.84,0.71,0.92,1.00,0.06,0.46
19280508,-0.60,-0.53,-1.00,-0.47,-0.60,-0.68
19280509,-0.10,0.05,0.13,-0.27,0.44,0.76
19280510,1.00,-0.29,0.00,-0.29,-0.08,-0.12
19280511,1.50,1.57,0.50,0.72,0.55,0.55
19280514,1.08,0.68,1.21,0.42,0.39,0.45
19280515,1.27,0.24,0.48,0.05,-0.17,-0.33
19280516,-1.36,-2.04,-1.87,-1.53,-1.36,-1.84
19280517,0.35,-0.29,0.11,0.91,0.32,-0.17
19280518,-1.30,-0.68,0.57,-1.02,-0.29,-0.50
19280521,-0.81,-0.60,-0.68,-1.03,-1.37,-1.50
19280522,-1.52,-1.40,-2.65,-1.53,-1.03,-1.53
19280523,2.11,1.85,1.28,1.96,1.35,2.31
19280524,0.97,0.73,1.52,0.46,0.42,0.48
19280525,0.86,0.42,0.45,-0.04,0.50,0.31
19280528,-2.17,-1.71,-2.31,-1.54,-1.28,-1.94
19280529,0.38,0.47,0.61,1.17,0.52,0.74
19280531,1.57,1.44,1.57,0.82,1.03,1.16
19280601,-0.05,0.79,-0.09,0.61,0.19,-0.03
19280602,0.79,0.89,0.99,0.85,0.32,0.52
19280604,-1.47,-1.71,-2.13,-2.13,-1.48,-1.82
19280605,0.89,0.25,0.69,0.29,0.16,0.36
19280606,-0.82,-0.44,-0.26,-0.81,-0.77,-1.15
19280607,-0.49,-1.66,-1.61,-0.24,-0.55,-0.67
19280608,-1.27,-1.78,-2.13,-1.22,-1.55,-1.84
19280609,-1.29,-1.37,-1.86,-1.28,-1.28,-1.25
19280611,-2.85,-3.67,-3.50,-2.27,-1.98,-2.35
19280612,-5.23,-5.90,-4.70,-2.09,-1.62,-2.32
19280613,2.70,4.02,3.80,3.02,3.03,3.35
19280614,2.12,1.88,3.57,0.76,1.09,1.16
19280615,-2.20,-1.36,-1.09,-1.58,-0.85,-1.69
19280616,-0.80,-0.14,-0.73,0.02,0.12,-0.08
19280618,-2.11,-1.89,-2.00,-1.84,-2.09,-2.26
19280619,-1.49,-2.10,-1.71,-0.53,-0.31,-0.63
19280620,1.26,1.43,1.82,1.42,1.17,1.72
19280621,0.59,0.67,1.00,0.08,0.06,0.62
19280622,-0.32,0.50,0.33,-0.06,-0.04,0.15
19280623,-0.67,-0.66,-0.69,-0.67,-0.61,-1.17
19280625,-0.96,-0.20,-0.26,0.03,0.22,0.38
19280626,1.08,0.58,1.01,1.18,0.76,1.21
19280627,1.71,1.81,1.39,1.19,0.92,1.05
19280628,1.08,0.85,1.06,1.08,0.59,0.60
19280629,0.43,0.57,0.61,0.51,0.43,1.00
19280630,0.13,0.23,-0.05,0.20,0.06,-0.18
19280702,-1.06,-1.08,-1.70,-1.43,-0.94,-1.38
19280703,0.95,1.49,1.60,1.94,1.42,1.55
19280705,0.68,1.04,1.11,1.31,0.62,0.97
19280706,-0.25,-0.05,0.01,-0.56,-0.16,-0.20
19280707,-0.14,0.31,0.65,0.25,0.23,0.24
19280709,0.65,-0.13,-0.25,0.18,-0.28,0.16
19280710,-0.14,-0.25,-0.52,0.22,-0.53,-0.88
19280711,-1.46,-2.45,-2.52,-2.88,-1.86,-2.15
19280712,-1.59,-0.96,-1.06,-1.16,-0.20,-0.33
19280713,0.81,0.71,0.47,0.84,0.53,0.99
19280714,-0.06,0.09,0.63,-0.12,0.09,-0.15
19280716,-1.21,-1.23,-1.53,-1.36,-1.08,-1.15
19280717,0.11,0.15,-0.04,0.94,0.10,0.16
19280718,0.96,0.38,0.80,1.32,0.56,0.60
19280719,-0.21,0.51,0.51,-0.29,-0.11,0.17
19280720,-0.46,0.41,0.02,0.16,0.10,-0.09
19280721,0.08,-0.08,0.00,-0.43,-0.11,0.02
19280723,0.67,0.39,0.10,0.82,0.41,0.68
19280724,-0.17,0.19,0.74,-0.11,0.16,0.20
19280725,0.47,0.30,0.13,0.55,0.43,0.20
19280726,-0.19,0.11,0.32,0.19,0.23,0.25
19280727,1.03,0.11,0.06,1.13,0.60,0.52
19280728,-0.05,0.27,0.12,0.41,0.13,0.30
19280730,0.17,-0.51,-0.16,-0.28,-0.08,0.19
19280731,0.08,-0.04,-0.36,-0.19,-0.09,0.03
19280801,0.31,0.25,0.11,0.06,0.51,0.28
19280802,-0.35,-0.08,-0.58,-0.62,-0.29,-0.42
19280803,-0.07,0.24,0.22,0.17,0.11,0.26
19280804,0.11,0.32,0.65,0.35,0.08,0.21
19280806,0.62,0.66,0.18,0.83,0.77,0.63
19280807,-0.19,-0.47,0.30,-0.46,-0.32,0.05
19280808,-0.70,-0.59,-1.34,-1.42,-0.92,-0.76
19280809,0.13,-0.25,0.12,0.32,0.02,-0.26
19280810,-0.40,-0.16,-0.44,-0.50,-0.10,-0.55
19280811,0.53,0.04,0.20,0.13,0.21,0.19
19280813,-0.22,-0.22,0.34,-0.07,0.02,-0.19
19280814,-0.05,-0.10,-0.37,-1.13,-0.30,-0.71
19280815,0.68,0.79,0.90,2.16,0.88,1.34
19280816,0.76,0.74,0.72,0.84,0.70,1.32
19280817,0.22,0.09,-0.39,0.48,0.26,0.13
19280818,0.38,0.21,0.78,0.21,0.27,0.83
19280820,0.40,0.01,0.41,0.34,0.08,0.18
19280821,0.71,0.43,0.41,1.19,1.01,0.56
19280822,0.18,-0.01,-0.09,0.63,-0.21,-0.33
19280823,0.26,0.02,0.01,-0.06,-0.02,0.26
19280824,1.03,1.24,0.86,1.77,0.89,1.56
19280825,0.12,0.19,0.17,0.45,0.09,0.26
19280827,0.16,-0.13,-0.55,0.06,-0.51,-0.45
19280828,0.41,0.61,-0.22,0.58,0.67,0.70
19280829,0.27,0.10,0.54,0.30,0.30,0.20
19280830,0.21,0.11,0.54,0.34,0.24,0.19
19280831,0.45,0.88,0.26,1.55,0.85,1.21
19280901,0.65,0.28,0.44,0.18,0.21,0.54
19280904,0.37,0.44,0.06,0.12,0.60,0.23
19280905,0.13,0.39,0.32,0.37,0.44,-0.02
19280906,-0.58,0.07,-0.02,-0.62,-0.27,-0.18
19280907,0.83,1.46,0.52,0.67,0.50,0.59
19280908,-0.11,0.15,-0.31,-0.38,-0.35,-0.09
19280910,0.06,-0.26,-0.07,-0.25,-0.53,-0.16
19280911,0.26,0.65,0.69,0.83,0.50,0.82
19280912,0.19,0.21,0.56,0.41,0.31,0.40
19280913,0.45,-0.20,-0.31,-0.18,-0.01,-0.05
19280914,0.41,0.36,0.59,-0.05,0.34,0.62
19280915,0.63,0.46,0.68,0.35,0.55,1.72
19280917,1.35,0.37,1.87,0.66,0.38,0.38
19280918,0.80,-0.27,-0.63,-0.70,-0.60,-0.70
19280919,-0.25,0.02,0.50,-0.15,-0.05,0.01
19280920,0.51,0.22,1.04,0.60,-0.28,-0.15
19280921,-0.34,0.59,0.35,0.85,0.63,0.51
19280922,-0.18,-0.23,0.57,-0.50,-0.08,0.14
19280924,0.50,0.34,0.02,0.61,0.60,0.91
19280925,-0.32,-0.09,0.32,-0.08,-0.21,-0.51
19280926,-0.25,-0.02,-0.23,0.10,-0.24,-1.01
19280927,-0.90,-1.35,-1.47,-1.40,-0.99,-0.88
19280928,0.15,-0.18,-0.47,0.21,-0.30,-0.10
19280929,1.25,1.00,1.05,1.35,0.82,1.17
19281001,0.95,-0.04,0.71,-0.13,-0.30,-0.43
19281002,-0.78,0.04,-0.59,-0.50,-0.36,-0.79
19281003,0.31,0.22,0.37,-0.34,-0.36,-0.10
19281004,-0.40,0.82,0.66,0.44,0.14,-0.03
19281005,0.24,-0.01,0.08,-0.39,-0.34,-0.34
19281006,-0.09,0.01,0.01,-0.21,0.06,0.08
19281008,-0.19,0.10,-0.96,-0.30,-0.23,-0.08
19281009,0.78,0.19,-0.56,0.52,-0.14,-0.24
19281010,1.24,0.95,0.86,1.02,0.83,1.31
19281011,1.12,0.53,0.18,0.35,0.40,-0.41
19281013,1.41,0.75,0.65,0.68,0.36,0.53
19281015,0.33,-0.22,0.04,0.30,0.32,0.92
19281016,0.02,0.06,0.72,0.19,0.48,0.61
19281017,1.12,0.62,1.38,0.11,0.31,0.30
19281018,0.05,-0.05,-0.16,0.64,-0.02,0.11
19281019,0.44,0.50,-0.25,0.79,0.10,0.37
19281020,0.38,-0.42,-0.32,-0.80,-0.16,-0.16
19281022,1.11,-0.42,-0.20,-0.31,0.17,-0.20
19281023,0.38,0.81,0.86,0.67,0.70,0.96
19281024,0.26,1.14,0.56,0.30,0.09,1.27
19281025,-0.32,-0.26,-0.28,-0.55,0.02,-0.13
19281026,-1.47,-1.52,-1.50,-1.33,-0.60,-1.41
19281027,1.15,0.87,1.11,1.10,0.57,1.01
19281029,0.62,0.31,1.22,0.45,0.88,1.05
19281030,-1.36,-1.16,-1.60,-1.01,-0.99,-1.12
19281031,-0.62,-0.69,-1.26,-0.33,-0.50,-0.83
19281101,1.95,0.77,0.92,1.28,1.22,1.76
19281102,-0.98,0.01,-0.13,-0.13,0.03,-0.36
19281103,0.41,0.03,-0.36,0.04,0.00,0.13
19281105,0.78,0.77,1.02,0.99,1.28,1.20
19281107,1.09,1.18,1.92,0.86,1.54,1.73
19281108,-0.41,0.12,-0.63,-0.41,-0.08,-0.46
19281109,0.49,0.77,0.55,0.69,0.73,1.53
19281110,0.33,0.46,1.46,0.83,0.76,0.65
19281112,0.01,0.03,-0.16,0.38,0.33,0.56
19281113,0.01,0.35,0.13,0.15,0.12,-0.30
19281114,0.98,0.75,-0.17,-0.22,0.49,0.33
19281115,0.70,0.04,-0.01,0.47,0.42,-0.14
19281116,1.31,0.96,1.19,1.62,1.91,2.20
19281117,0.12,0.05,0.09,0.20,0.08,0.05
19281119,-0.76,0.39,0.26,0.20,0.13,1.23
19281120,-0.40,1.17,1.30,1.26,1.18,1.52
19281121,-1.33,-1.24,-1.17,-1.44,-1.60,-2.10
19281122,0.65,1.38,1.40,1.41,1.25,2.08
19281123,0.82,0.20,0.67,0.29,0.27,-0.16
19281126,0.00,0.51,1.10,0.23,0.66,0.52
19281127,1.67,0.87,1.04,0.26,0.15,0.51
19281128,0.91,1.09,1.54,1.33,1.08,0.02
19281130,0.04,-0.04,-0.34,0.38,0.64,-0.16
19281201,-1.08,-0.24,-0.16,-0.74,-0.58,-0.33
19281203,-0.15,-0.03,-0.76,-0.44,-0.90,-0.68
19281204,0.53,0.17,0.61,0.33,0.08,-0.59
19281205,0.46,-0.27,-0.09,-0.61,-0.99,-0.77
19281206,-3.02,-4.02,-4.29,-3.19,-3.55,-4.62
19281207,-2.34,-2.09,-2.80,-3.02,-1.84,-0.88
19281208,-2.17,-2.59,-2.38,-2.05,-1.44,-1.82
19281210,0.10,1.06,0.62,1.42,1.99,2.30
19281211,2.93,3.78,3.60,2.11,1.96,2.17
19281212,-0.96,-0.71,-0.84,-0.78,-0.66,-0.50
19281213,0.43,-0.58,0.55,-0.38,-0.40,-0.14
19281214,0.67,-0.34,0.19,0.06,0.35,0.23
19281215,-0.12,-0.09,-0.18,-0.50,-0.19,-0.26
19281217,-0.38,-1.08,-0.93,-0.27,-0.43,-0.76
19281218,1.13,0.72,0.99,1.21,0.83,1.04
19281219,0.68,0.76,1.26,1.34,1.05,1.44
19281220,0.28,0.57,0.23,0.59,0.27,0.24
19281221,1.10,0.30,0.92,1.36,0.76,1.16
19281222,0.38,0.47,0.07,0.09,0.15,-0.21
19281224,0.86,0.85,0.63,1.36,0.59,-0.16
19281226,-0.30,-0.21,-0.19,-0.52,-0.07,-0.15
19281227,0.00,0.04,-0.04,0.93,0.48,0.96
19281228,0.55,1.02,0.88,1.47,1.08,1.48
19281229,0.61,0.79,0.36,-0.03,0.35,0.55
19281231,0.68,1.28,1.53,1.45,1.31,1.73
19290102,1.88,1.96,1.97,1.90,1.16,1.41
19290103,0.22,0.55,-0.27,0.05,0.24,-0.13
19290104,-0.59,0.09,-0.20,-0.14,-0.03,0.76
19290105,-0.43,-0.76,-0.52,-0.99,-0.68,-1.33
19290107,-2.08,-1.37,-1.46,-1.25,-1.16,-1.38
19290108,-0.52,0.23,0.26,0.05,-0.39,-0.30
19290109,1.28,1.08,1.50,1.24,1.09,1.25
19290110,0.71,0.31,0.37,0.21,0.19,0.14
19290111,0.60,0.03,0.09,-0.28,0.07,0.24
19290112,-0.41,-0.04,-0.08,-0.14,-0.31,-0.19
19290114,0.39,0.45,0.77,0.30,0.30,0.51
19290115,-1.53,-1.01,-1.15,-1.12,-0.63,-1.65
19290116,0.09,1.05,1.08,0.98,0.96,0.77
19290117,0.35,0.03,0.63,0.69,0.87,0.51
19290118,0.46,0.13,0.29,-0.21,0.20,0.19
19290119,0.22,0.11,0.09,-0.05,0.57,0.70
19290121,0.29,-0.03,0.15,0.53,-0.24,0.67
19290122,-0.36,0.02,0.17,0.96,0.42,-0.07
19290123,0.04,-0.26,-0.49,0.88,0.40,0.30
19290124,-0.71,-0.54,-1.38,-0.87,-0.67,-1.53
19290125,0.69,0.29,0.03,1.97,0.92,-0.03
19290126,0.04,0.22,-0.06,0.00,0.84,-0.02
19290128,-0.29,-0.02,-0.35,-0.34,-0.49,-0.19
19290129,-0.19,-0.83,-0.63,-0.30,-0.25,-0.50
19290130,-0.06,-0.54,-0.51,0.54,0.23,0.33
19290131,0.22,0.76,1.54,1.82,1.20,2.21
19290201,0.14,0.73,0.65,0.32,0.87,1.30
19290202,0.00,0.57,0.78,-0.15,0.03,0.54
19290204,0.05,0.25,0.49,-0.23,-0.60,-0.44
19290205,0.64,0.14,0.37,0.28,0.17,0.12
19290206,-0.44,-1.03,-1.69,-0.80,-0.71,-0.93
19290207,-3.07,-2.68,-2.67,-3.02,-2.72,-2.60
19290208,-2.01,-1.20,-1.08,-1.19,-0.55,-0.83
19290211,1.77,1.41,1.87,2.05,2.05,3.37
19290213,1.30,0.72,-0.53,0.01,0.24,-0.03
19290214,-1.65,-0.77,-0.74,-0.57,-0.80,-0.46
19290215,-0.73,-1.11,-1.48,-1.51,-1.63,-1.92
19290216,-1.80,-1.69,-1.63,-1.45,-1.17,-0.93
19290218,0.99,0.39,1.00,0.85,1.14,1.52
19290219,0.70,1.27,0.91,0.41,0.05,-0.43
19290220,1.54,1.07,1.22,1.13,0.62,1.13
19290221,0.34,0.65,0.31,0.91,0.65,1.07
19290225,1.34,0.91,0.47,0.16,0.51,0.59
19290226,1.03,0.16,0.25,-0.07,0.89,0.11
19290227,-0.23,0.66,1.80,1.68,0.63,0.83
19290228,0.99,0.78,0.23,0.75,1.19,1.22
19290301,1.34,0.85,1.13,0.84,0.92,1.76
19290302,-0.54,-0.19,-0.18,-0.50,-0.19,0.41
19290304,-1.25,-0.70,-0.69,-0.98,-0.79,-0.72
19290305,-0.99,-1.05,-0.95,-0.96,-0.45,0.10
19290306,-2.44,-1.49,-2.21,-1.32,-1.45,-1.99
19290307,0.19,0.17,0.46,0.70,0.72,1.16
19290308,0.61,0.27,0.82,0.53,0.73,0.35
19290309,0.01,0.53,0.17,0.09,0.02,-0.57
19290311,-0.94,-0.88,-1.12,-1.13,-1.40,-1.45
19290312,-0.30,0.10,-0.28,0.15,0.47,0.27
19290313,0.05,1.55,0.51,1.08,0.94,0.96
19290314,0.97,1.70,1.31,2.15,1.24,1.04
19290315,1.12,0.27,1.18,1.30,1.00,1.12
19290316,0.84,0.18,0.30,0.02,0.44,0.57
19290318,-0.69,-0.24,-0.41,-0.50,-0.19,-0.55
19290319,-0.39,-0.66,-0.14,-0.39,0.41,0.53
19290320,-0.53,-0.39,-0.08,-0.38,0.60,0.29
19290321,0.20,-0.23,-0.46,-0.04,-0.66,-0.62
19290322,-0.52,-1.37,-1.53,-1.04,-1.22,-1.51
19290323,-1.04,-0.84,-1.17,-0.99,-0.81,-1.49
19290325,-3.75,-3.84,-3.72,-2.99,-2.74,-3.41
19290326,-3.69,-3.91,-3.38,-1.09,-0.57,-1.17
19290327,4.27,4.41,3.88,2.90,3.51,3.76
19290328,1.38,2.68,2.45,1.34,1.95,1.31
19290401,-2.87,-2.36,-2.59,-2.17,-2.05,-2.39
19290402,0.69,1.70,1.70,1.08,1.43,0.82
19290403,-0.72,-0.82,-0.53,-0.92,-1.35,-0.95
19290404,1.27,0.76,1.05,1.32,1.13,1.88
19290405,0.52,-0.54,-0.45,-0.61,-0.94,-1.16
19290406,-0.32,-0.22,0.02,-0.23,0.47,0.75
19290408,-0.80,-0.61,-1.19,-0.58,-1.25,-1.49
19290409,-1.48,-1.62,-1.92,-0.75,-0.80,-1.04
19290410,0.03,0.45,0.29,0.49,0.53,0.37
19290411,-0.01,1.26,0.80,1.00,1.06,1.29
19290412,0.87,0.90,1.04,1.05,0.36,-0.32
19290413,-0.26,0.57,0.09,-0.25,0.18,-0.15
19290415,0.12,-0.07,-0.07,-0.63,-0.57,-0.84
19290416,0.21,0.11,-0.34,0.03,-0.01,0.07
19290417,0.41,1.18,0.30,1.00,0.91,1.31
19290418,0.88,0.81,0.34,0.82,-0.02,0.48
19290419,0.01,0.29,-0.28,-0.10,0.10,-0.23
19290420,0.71,-0.43,-0.08,0.16,0.26,0.09
19290422,0.08,0.54,0.46,0.82,0.75,0.56
19290423,0.41,0.96,0.72,0.81,0.25,0.25
19290424,-0.41,-0.05,-0.03,-0.35,-0.23,0.02
19290425,-0.47,-0.76,-0.34,-0.80,-0.43,-0.45
19290426,0.35,-0.70,-0.39,-0.08,-0.06,-0.16
19290427,0.54,0.61,1.07,0.36,0.57,0.75
19290429,-1.08,-0.05,-0.17,-0.65,-0.46,-0.32
19290430,0.77,0.95,1.33,1.58,1.35,3.81
19290501,0.10,0.14,0.43,0.44,-0.30,-0.40
19290502,-0.06,0.31,-0.05,0.33,0.02,-0.26
19290503,0.86,0.89,0.10,0.88,0.73,0.44
19290504,-0.06,-0.08,0.00,0.28,0.36,0.56
19290506,-0.60,-0.35,-1.05,-0.50,-0.39,-0.67
19290507,-0.48,-0.50,-0.75,-0.85,-0.51,-0.65
19290508,-0.13,-0.39,0.35,0.33,0.06,-0.27
19290509,-0.55,-0.07,-1.04,-0.90,-0.22,-0.41
19290510,0.63,0.92,1.28,1.48,0.88,1.10
19290511,0.00,-0.02,-0.02,-0.51,-0.23,-0.15
19290513,-2.27,-2.51,-2.58,-1.98,-1.93,-2.17
19290514,0.60,0.15,0.46,1.62,0.48,0.46
19290515,-0.54,-0.21,-0.07,-0.09,-0.41,-0.44
19290516,-0.30,-0.37,-0.72,0.11,0.06,-0.24
19290517,0.80,0.92,0.59,0.68,0.35,0.75
19290518,-0.39,-0.23,-0.24,0.16,-0.47,-0.25
19290520,-1.13,-1.88,-0.95,-2.87,-0.85,-1.46
19290521,-1.67,-0.96,-1.35,0.32,0.42,-0.78
19290522,-1.31,-2.22,-3.03,-3.64,-2.54,-3.31
19290523,-0.11,0.43,0.31,2.07,1.21,1.29
19290524,0.49,0.12,-0.05,-0.73,-0.36,-0.25
19290525,-0.95,-0.65,-0.93,-0.18,-0.42,-0.36
19290527,-3.50,-3.33,-4.38,-3.59,-2.44,-3.05
19290528,0.24,-0.30,0.40,1.25,1.19,1.51
19290529,-0.30,1.08,0.14,-0.02,0.17,1.41
19290531,-0.03,-0.63,-0.43,0.16,0.97,1.37
19290601,0.77,1.21,0.72,0.50,0.58,0.71
19290603,0.43,1.66,1.74,1.37,1.37,1.37
19290604,1.57,1.58,1.41,1.91,0.93,0.54
19290605,0.34,-0.31,-0.49,-0.10,-0.61,-0.56
19290606,-0.20,0.66,0.37,0.54,0.00,0.78
19290607,0.11,-0.81,-0.74,-0.60,-0.16,-0.60
19290608,-0.94,0.04,-0.01,-0.66,-0.10,0.31
19290610,-0.70,-0.85,0.30,-0.41,-0.53,-0.75
19290611,0.32,0.28,0.01,0.85,0.07,0.29
19290612,0.23,0.10,0.26,0.34,-0.16,-0.36
19290613,0.50,0.61,0.97,1.52,1.04,1.02
19290614,0.62,0.57,0.93,0.33,0.13,0.63
19290615,-0.22,0.76,0.45,0.22,0.25,1.08
19290617,0.28,0.62,0.51,1.83,1.20,0.45
19290618,0.26,0.20,-0.06,-0.18,0.58,0.14
19290619,0.06,-0.52,-0.46,-0.42,-0.70,-0.93
19290620,-0.10,0.86,-0.32,0.60,0.22,0.15
19290621,0.52,0.44,0.61,0.52,0.87,1.34
19290622,-0.08,0.80,0.41,-0.18,0.56,0.64
19290624,0.41,-0.20,-0.16,0.28,-0.32,-0.60
19290625,0.23,0.47,-0.06,1.42,0.58,-0.15
19290626,0.66,0.37,0.51,0.35,0.67,0.56
19290627,0.46,0.20,-0.47,0.15,0.12,0.05
19290628,0.33,0.10,-0.62,1.22,0.92,0.47
19290629,0.88,0.33,0.49,0.46,1.51,0.67
19290701,0.32,-0.14,0.67,0.50,0.27,0.78
19290702,0.12,0.38,0.33,1.17,1.05,1.43
19290703,0.54,0.55,0.22,0.58,0.03,0.13
19290705,0.12,1.09,0.42,1.05,0.08,-0.14
19290706,0.30,-0.18,0.03,0.00,0.43,0.12
19290708,0.40,0.32,1.67,-0.13,0.11,0.59
19290709,0.35,0.85,0.01,-0.31,0.68,-0.04
19290710,0.15,-0.38,-0.48,-0.34,-0.36,-0.08
19290711,-0.17,-0.24,-0.57,0.04,-0.03,-0.31
19290712,-0.21,0.08,0.31,0.76,1.02,0.76
19290713,0.25,0.15,0.70,-0.08,0.85,1.80
19290715,-0.45,-0.54,-0.04,-0.77,-0.19,0.82
19290716,-0.05,-0.46,0.73,0.58,0.46,-0.07
19290717,0.82,0.44,-0.14,0.17,0.19,0.61
19290718,-0.44,-0.60,-0.03,0.00,-0.21,-0.53
19290719,0.16,-0.41,0.37,-0.21,0.92,1.08
19290720,0.21,0.25,0.14,0.12,0.18,0.58
19290722,-1.22,-0.97,-1.21,-1.05,-1.23,-1.64
19290723,-0.43,0.36,0.48,1.20,0.96,0.69
19290724,-0.81,-0.51,-0.69,-0.65,0.01,-0.54
19290725,-0.05,-0.22,-0.40,0.72,0.68,-0.39
